"country","simulation","group","points","goals_scored","goals_taken","diff_goals","rank"
"United States",87,1,5,1,0,1,2
"Algeria",87,1,4,1,2,-1,3
"Korea Republic",87,2,7,8,5,3,1
"Ecuador",87,2,6,8,3,5,2
"Norway",87,3,9,7,1,6,1
"Canada",87,3,4,2,2,0,2
"Egypt",87,4,6,6,2,4,1
"Germany",87,4,6,5,3,2,2
"Spain",87,4,4,2,2,0,3
"Australia",87,5,7,3,0,3,1
"Haiti",87,5,5,4,2,2,2
"Uzbekistan",87,6,9,5,2,3,1
"Tunisia",87,6,4,4,4,0,2
"Scotland",87,6,4,2,2,0,3
"Iran",87,7,9,9,1,8,1
"South Africa",87,7,6,6,4,2,2
"Netherlands",87,7,3,5,9,-4,3
"Switzerland",87,8,7,5,2,3,1
"Paraguay",87,8,4,4,3,1,2
"Qatar",87,8,4,3,2,1,3
"Costa Rica",87,9,9,7,0,7,1
"Morocco",87,9,6,5,2,3,2
"Austria",87,9,3,1,4,-3,3
"Cameroon",87,10,9,5,0,5,1
"Italy",87,10,6,5,3,2,2
"Croatia",87,10,3,2,3,-1,3
"Jordan",87,11,9,7,3,4,1
"Brazil",87,11,6,5,3,2,2
"Portugal",87,12,6,7,5,2,1
"Colombia",87,12,6,5,4,1,2
"New Zealand",87,12,3,5,4,1,3
"United States",88,1,5,5,4,1,1
"Iran",88,1,4,3,3,0,2
"Ghana",88,1,3,1,1,0,3
"Japan",88,2,9,5,2,3,1
"Mexico",88,2,3,3,4,-1,2
"Tunisia",88,2,3,2,3,-1,3
"Canada",88,3,7,3,1,2,1
"Netherlands",88,3,4,2,2,0,2
"Norway",88,4,9,7,3,4,1
"Panama",88,4,4,4,4,0,2
"Poland",88,4,4,3,3,0,3
"Switzerland",88,5,7,3,0,3,1
"Australia",88,5,5,2,1,1,2
"South Africa",88,5,3,3,3,0,3
"Costa Rica",88,6,7,7,3,4,1
"Egypt",88,6,7,5,2,3,2
"Uzbekistan",88,7,9,5,1,4,1
"Portugal",88,7,6,5,4,1,2
"Morocco",88,7,3,4,3,1,3
"New Zealand",88,8,7,2,0,2,1
"Jamaica",88,8,6,9,3,6,2
"Haiti",88,9,7,7,5,2,1
"Chile",88,9,7,4,2,2,2
"Italy",88,9,3,4,5,-1,3
"England",88,10,7,5,2,3,1
"Senegal",88,10,4,4,2,2,2
"Jordan",88,10,3,2,2,0,3
"Qatar",88,11,7,5,3,2,1
"Nigeria",88,11,4,7,4,3,2
"Argentina",88,11,4,5,5,0,3
"Korea Republic",88,12,9,7,3,4,1
"Cameroon",88,12,4,2,2,0,2
"United States",89,1,7,6,2,4,1
"Switzerland",89,1,6,5,3,2,2
"Norway",89,2,6,9,3,6,1
"Mexico",89,2,5,6,5,1,2
"Cameroon",89,2,4,6,5,1,3
"Canada",89,3,6,4,3,1,1
"Paraguay",89,3,4,3,3,0,2
"Netherlands",89,3,4,4,5,-1,3
"Spain",89,4,4,4,3,1,1
"Jamaica",89,4,4,4,4,0,2
"Jamaica",89,4,4,4,4,0,3
"England",89,5,7,4,2,2,1
"Egypt",89,5,6,5,4,1,2
"Denmark",89,5,3,2,3,-1,3
"Costa Rica",89,6,6,3,1,2,1
"Austria",89,6,5,4,3,1,2
"Morocco",89,6,4,6,2,4,3
"Saudi Arabia",89,7,7,8,1,7,1
"Nigeria",89,7,7,5,1,4,2
"Ecuador",89,8,7,5,3,2,1
"Belgium",89,8,4,4,3,1,2
"Iran",89,8,3,2,4,-2,3
"Argentina",89,9,7,2,0,2,1
"Jordan",89,9,4,2,2,0,2
"Australia",89,10,7,4,2,2,1
"Chile",89,10,6,5,2,3,2
"Wales",89,11,7,4,1,3,1
"Italy",89,11,6,3,2,1,2
"Panama",89,11,4,2,1,1,3
"Haiti",89,12,7,4,1,3,1
"Tunisia",89,12,5,4,3,1,2
"Scotland",89,12,4,3,4,-1,3
"Tunisia",90,1,7,5,2,3,1
"United States",90,1,6,3,3,0,2
"Egypt",90,2,5,3,1,2,1
"Jordan",90,2,4,5,3,2,2
"Mexico",90,2,4,2,4,-2,3
"Denmark",90,3,6,5,3,2,1
"South Africa",90,3,4,3,2,1,2
"Japan",90,3,4,3,4,-1,3
"Ghana",90,4,7,3,1,2,1
"Croatia",90,4,6,3,1,2,2
"Jamaica",90,4,4,2,2,0,3
"Saudi Arabia",90,5,6,6,2,4,1
"France",90,5,4,4,4,0,2
"Morocco",90,5,4,3,4,-1,3
"Germany",90,6,7,7,3,4,1
"Italy",90,6,4,4,3,1,2
"Haiti",90,6,4,3,4,-1,3
"Argentina",90,7,5,2,1,1,1
"Cameroon",90,7,5,2,1,1,2
"Netherlands",90,7,4,3,3,0,3
"Senegal",90,8,7,6,4,2,1
"Costa Rica",90,8,7,5,3,2,2
"Colombia",90,9,7,7,4,3,1
"Iran",90,9,6,6,5,1,2
"Panama",90,9,4,4,3,1,3
"Chile",90,10,9,6,1,5,1
"Portugal",90,10,4,6,4,2,2
"Wales",90,11,4,6,3,3,1
"Uruguay",90,11,4,5,5,0,2
"Uzbekistan",90,11,4,4,4,0,3
"Ecuador",90,12,7,4,0,4,1
"Algeria",90,12,6,6,4,2,2
"Qatar",91,1,9,9,3,6,1
"Morocco",91,1,4,3,5,-2,2
"Denmark",91,1,3,5,5,0,3
"Iran",91,2,5,2,1,1,1
"Colombia",91,2,4,5,5,0,2
"Mexico",91,2,4,1,3,-2,3
"Ecuador",91,3,4,6,5,1,1
"Algeria",91,3,4,4,4,0,2
"Canada",91,3,4,2,2,0,3
"Spain",91,4,7,5,1,4,1
"Jamaica",91,4,6,4,3,1,2
"Uzbekistan",91,4,4,4,4,0,3
"Senegal",91,5,5,2,0,2,1
"Australia",91,5,4,2,2,0,2
"Haiti",91,5,4,4,5,-1,3
"Japan",91,6,5,6,2,4,1
"Tunisia",91,6,5,5,3,2,2
"Costa Rica",91,6,3,2,2,0,3
"Saudi Arabia",91,7,9,8,1,7,1
"Brazil",91,7,6,6,5,1,2
"Korea Republic",91,8,7,5,1,4,1
"Chile",91,8,4,3,4,-1,2
"Ghana",91,9,9,7,1,6,1
"Wales",91,9,3,4,3,1,2
"Germany",91,10,6,4,4,0,1
"England",91,10,4,4,3,1,2
"New Zealand",91,10,4,3,3,0,3
"Switzerland",91,11,6,6,4,2,1
"Belgium",91,11,6,4,4,0,2
"South Africa",91,11,3,3,3,0,3
"Egypt",91,12,7,7,1,6,1
"Jordan",91,12,5,4,2,2,2
"Norway",92,1,4,4,3,1,1
"Austria",92,1,4,3,3,0,2
"Austria",92,1,4,3,3,0,3
"Wales",92,2,6,4,2,2,1
"Ghana",92,2,4,3,2,1,2
"Japan",92,2,4,1,2,-1,3
"Cameroon",92,3,7,3,0,3,1
"Canada",92,3,4,3,3,0,2
"Uzbekistan",92,4,7,7,4,3,1
"Tunisia",92,4,4,5,8,-3,2
"England",92,4,3,7,7,0,3
"Argentina",92,5,6,4,3,1,1
"Nigeria",92,5,6,2,1,1,2
"Croatia",92,5,3,3,3,0,3
"Costa Rica",92,6,5,3,1,2,1
"Denmark",92,6,5,3,1,2,2
"Uruguay",92,6,3,3,3,0,3
"New Zealand",92,7,9,5,2,3,1
"Iran",92,7,2,4,5,-1,2
"Panama",92,8,7,4,1,3,1
"Korea Republic",92,8,6,5,3,2,2
"Senegal",92,9,6,5,3,2,1
"Saudi Arabia",92,9,6,4,4,0,2
"Poland",92,10,6,6,4,2,1
"Ecuador",92,10,6,4,3,1,2
"Morocco",92,10,6,4,4,0,3
"Germany",92,11,6,7,3,4,1
"Egypt",92,11,5,5,4,1,2
"Jordan",92,11,4,6,6,0,3
"Netherlands",92,12,6,3,1,2,1
"Italy",92,12,5,4,3,1,2
"Qatar",92,12,4,2,3,-1,3
"United States",93,1,7,5,3,2,1
"Switzerland",93,1,4,6,5,1,2
"Ecuador",93,1,4,4,4,0,3
"Chile",93,2,7,8,3,5,1
"Mexico",93,2,4,6,4,2,2
"Iran",93,2,4,2,5,-3,3
"Senegal",93,3,6,5,2,3,1
"Korea Republic",93,3,6,2,2,0,2
"Brazil",93,4,7,5,2,3,1
"Norway",93,4,4,3,3,0,2
"Austria",93,4,3,3,3,0,3
"Paraguay",93,5,9,10,3,7,1
"Uzbekistan",93,5,6,5,3,2,2
"Netherlands",93,6,6,6,4,2,1
"Haiti",93,6,4,4,4,0,2
"Portugal",93,6,4,7,8,-1,3
"Saudi Arabia",93,7,7,7,2,5,1
"Algeria",93,7,4,6,4,2,2
"Argentina",93,7,4,3,5,-2,3
"Tunisia",93,8,9,8,1,7,1
"Costa Rica",93,8,4,2,2,0,2
"Australia",93,8,4,3,5,-2,3
"Croatia",93,9,6,4,2,2,1
"Uruguay",93,9,6,5,4,1,2
"Qatar",93,10,6,5,5,0,1
"Morocco",93,10,4,5,2,3,2
"Colombia",93,10,4,3,5,-2,3
"South Africa",93,11,7,6,3,3,1
"France",93,11,4,4,5,-1,2
"Ghana",93,12,6,3,1,2,1
"Jamaica",93,12,5,3,2,1,2
"Spain",93,12,4,3,3,0,3
"Australia",94,1,6,5,4,1,1
"United States",94,1,4,6,4,2,2
"Ecuador",94,1,4,6,5,1,3
"Korea Republic",94,2,6,6,5,1,1
"Mexico",94,2,4,4,2,2,2
"Senegal",94,2,4,4,4,0,3
"Egypt",94,3,7,4,1,3,1
"Croatia",94,3,4,4,4,0,2
"Canada",94,3,4,3,4,-1,3
"Jordan",94,4,7,5,1,4,1
"Tunisia",94,4,4,5,5,0,2
"Jamaica",94,4,4,4,4,0,3
"Wales",94,5,9,7,2,5,1
"Costa Rica",94,5,6,6,5,1,2
"Haiti",94,6,7,6,3,3,1
"Brazil",94,6,5,6,4,2,2
"Japan",94,7,6,8,5,3,1
"Spain",94,7,5,4,3,1,2
"Colombia",94,7,4,3,5,-2,3
"Poland",94,8,7,4,1,3,1
"Cameroon",94,8,5,3,2,1,2
"Algeria",94,9,6,7,4,3,1
"Chile",94,9,6,6,4,2,2
"Uzbekistan",94,9,6,5,3,2,3
"Iran",94,10,7,4,2,2,1
"Portugal",94,10,5,4,3,1,2
"South Africa",94,10,4,4,3,1,3
"England",94,11,7,5,3,2,1
"Scotland",94,11,4,3,2,1,2
"Paraguay",94,12,5,4,3,1,1
"Ghana",94,12,5,3,2,1,2
"Belgium",94,12,4,4,2,2,3
"Tunisia",95,1,7,8,4,4,1
"Jordan",95,1,5,8,5,3,2
"United States",95,1,4,5,5,0,3
"Uzbekistan",95,2,5,5,2,3,1
"Mexico",95,2,4,4,3,1,2
"Algeria",95,2,4,1,2,-1,3
"Canada",95,3,5,5,2,3,1
"Ecuador",95,3,5,4,2,2,2
"Norway",95,3,5,3,2,1,3
"Jamaica",95,4,7,5,3,2,1
"Wales",95,4,4,4,4,0,2
"Netherlands",95,5,7,4,1,3,1
"Korea Republic",95,5,4,6,5,1,2
"Paraguay",95,6,6,6,4,2,1
"Haiti",95,6,6,4,3,1,2
"France",95,6,4,4,4,0,3
"Germany",95,7,6,6,3,3,1
"New Zealand",95,7,6,4,3,1,2
"Morocco",95,7,6,3,3,0,3
"Panama",95,8,7,5,2,3,1
"Nigeria",95,8,6,4,1,3,2
"South Africa",95,9,6,5,5,0,1
"Belgium",95,9,4,4,3,1,2
"Iran",95,9,4,4,3,1,3
"Croatia",95,10,7,8,4,4,1
"Australia",95,10,6,4,4,0,2
"Ghana",95,10,4,5,5,0,3
"Switzerland",95,11,6,3,1,2,1
"Argentina",95,11,4,2,1,1,2
"Poland",95,12,6,5,2,3,1
"Portugal",95,12,6,6,5,1,2
"Qatar",95,12,4,5,6,-1,3
"United States",96,1,6,4,1,3,1
"Egypt",96,1,6,3,3,0,2
"Poland",96,1,4,3,3,0,3
"Colombia",96,2,6,5,3,2,1
"Scotland",96,2,4,2,3,-1,2
"Mexico",96,2,4,1,2,-1,3
"Canada",96,3,9,7,2,5,1
"Australia",96,3,3,3,2,1,2
"England",96,4,7,4,2,2,1
"Korea Republic",96,4,4,3,6,-3,2
"Denmark",96,4,3,6,5,1,3
"Norway",96,5,7,4,0,4,1
"Belgium",96,5,4,2,2,0,2
"Uzbekistan",96,5,3,0,0,0,3
"Japan",96,6,7,6,1,5,1
"Tunisia",96,6,6,6,2,4,2
"Algeria",96,7,7,4,1,3,1
"Wales",96,7,6,3,3,0,2
"Senegal",96,8,6,5,1,4,1
"Portugal",96,8,6,4,2,2,2
"Paraguay",96,8,4,2,4,-2,3
"Jordan",96,9,7,8,3,5,1
"Nigeria",96,9,7,8,4,4,2
"Jamaica",96,10,5,1,0,1,1
"Cameroon",96,10,4,6,5,1,2
"Argentina",96,10,4,2,3,-1,3
"Italy",96,11,5,2,1,1,1
"Morocco",96,11,3,4,4,0,2
"Panama",96,11,3,3,3,0,3
"South Africa",96,12,7,5,0,5,1
"Chile",96,12,7,4,2,2,2
"Spain",96,12,3,3,4,-1,3
"Algeria",97,1,6,4,1,3,1
"Uzbekistan",97,1,4,5,4,1,2
"United States",97,1,4,4,4,0,3
"Wales",97,2,6,8,6,2,1
"New Zealand",97,2,4,7,7,0,2
"Mexico",97,2,4,3,4,-1,3
"Scotland",97,3,6,7,2,5,1
"Switzerland",97,3,4,1,1,0,2
"Canada",97,3,4,2,3,-1,3
"Qatar",97,4,9,4,0,4,1
"Jamaica",97,4,4,2,2,0,2
"Iran",97,5,7,3,1,2,1
"Haiti",97,5,6,5,3,2,2
"Norway",97,6,6,5,5,0,1
"England",97,6,4,3,2,1,2
"Costa Rica",97,6,4,4,5,-1,3
"Brazil",97,7,7,5,2,3,1
"Australia",97,7,5,3,2,1,2
"Colombia",97,8,6,4,2,2,1
"France",97,8,4,3,3,0,2
"Korea Republic",97,8,4,3,4,-1,3
"Japan",97,9,5,2,1,1,1
"Uruguay",97,9,4,6,5,1,2
"Austria",97,9,4,2,3,-1,3
"Jordan",97,10,7,5,3,2,1
"Portugal",97,10,6,6,4,2,2
"Paraguay",97,10,3,5,4,1,3
"Germany",97,11,7,4,2,2,1
"Spain",97,11,4,2,2,0,2
"Saudi Arabia",97,11,3,2,2,0,3
"Nigeria",97,12,7,6,2,4,1
"Italy",97,12,6,4,3,1,2
"United States",98,1,9,6,3,3,1
"Scotland",98,1,4,3,2,1,2
"Denmark",98,1,3,4,4,0,3
"Austria",98,2,6,6,4,2,1
"Morocco",98,2,6,6,4,2,2
"Ghana",98,3,7,7,1,6,1
"Korea Republic",98,3,5,2,1,1,2
"Panama",98,4,6,6,4,2,1
"Switzerland",98,4,6,6,4,2,2
"Brazil",98,4,4,4,5,-1,3
"Costa Rica",98,5,6,5,2,3,1
"Japan",98,5,6,3,3,0,2
"Netherlands",98,5,3,4,4,0,3
"Uruguay",98,6,7,5,3,2,1
"Iran",98,6,7,4,2,2,2
"Wales",98,7,6,4,3,1,1
"Belgium",98,7,4,4,2,2,2
"Australia",98,7,4,3,3,0,3
"Croatia",98,8,5,5,4,1,1
"Qatar",98,8,4,3,3,0,2
"Paraguay",98,9,6,7,3,4,1
"Spain",98,9,6,6,7,-1,2
"Germany",98,9,4,3,3,0,3
"Colombia",98,10,7,3,1,2,1
"Egypt",98,10,6,5,1,4,2
"Portugal",98,10,4,3,4,-1,3
"Ecuador",98,11,7,8,2,6,1
"Norway",98,11,6,4,6,-2,2
"Poland",98,11,4,4,4,0,3
"Tunisia",98,12,5,5,3,2,1
"Italy",98,12,4,3,3,0,2
"Jordan",98,12,4,4,5,-1,3
"Tunisia",99,1,5,3,2,1,1
"Australia",99,1,4,2,2,0,2
"Australia",99,1,4,2,2,0,3
"Mexico",99,2,7,6,3,3,1
"Saudi Arabia",99,2,6,7,3,4,2
"Colombia",99,2,4,3,5,-2,3
"Uzbekistan",99,3,7,6,4,2,1
"Norway",99,3,5,6,5,1,2
"Canada",99,3,4,7,6,1,3
"Jamaica",99,4,7,4,1,3,1
"South Africa",99,4,6,4,3,1,2
"Austria",99,4,4,3,3,0,3
"Uruguay",99,5,7,6,1,5,1
"Nigeria",99,5,4,4,5,-1,2
"Ecuador",99,6,6,4,4,0,1
"Morocco",99,6,5,3,0,3,2
"Germany",99,6,4,3,3,0,3
"Argentina",99,7,6,4,2,2,1
"Senegal",99,7,6,2,1,1,2
"Denmark",99,8,7,7,4,3,1
"Algeria",99,8,4,5,5,0,2
"Scotland",99,9,9,4,0,4,1
"Poland",99,9,4,4,4,0,2
"Croatia",99,10,7,4,2,2,1
"Italy",99,10,7,4,2,2,2
"Costa Rica",99,10,3,4,3,1,3
"Ghana",99,11,7,7,2,5,1
"Switzerland",99,11,4,4,4,0,2
"Japan",99,11,4,3,6,-3,3
"Panama",99,12,6,2,1,1,1
"Netherlands",99,12,5,1,0,1,2
"Paraguay",99,12,4,3,1,2,3
"Japan",100,1,9,7,2,5,1
"South Africa",100,1,4,2,2,0,2
"South Africa",100,1,4,2,2,0,3
"Australia",100,2,9,9,2,7,1
"New Zealand",100,2,4,4,7,-3,2
"Tunisia",100,2,3,5,7,-2,3
"Colombia",100,3,6,6,4,2,1
"Iran",100,3,6,4,3,1,2
"Cameroon",100,3,3,4,4,0,3
"Algeria",100,4,9,6,3,3,1
"Panama",100,4,4,3,1,2,2
"Jamaica",100,5,5,2,1,1,1
"Uzbekistan",100,5,4,3,2,1,2
"Croatia",100,5,3,3,3,0,3
"Haiti",100,6,6,5,1,4,1
"Spain",100,6,6,3,4,-1,2
"Senegal",100,6,4,3,3,0,3
"Egypt",100,7,7,4,1,3,1
"Netherlands",100,7,6,5,3,2,2
"Portugal",100,8,6,4,4,0,1
"Paraguay",100,8,4,4,4,0,2
"Saudi Arabia",100,8,4,1,1,0,3
"Nigeria",100,9,9,6,0,6,1
"Poland",100,9,4,2,2,0,2
"Norway",100,10,7,7,4,3,1
"France",100,10,6,4,3,1,2
"Qatar",100,10,4,7,6,1,3
"Jordan",100,11,6,8,2,6,1
"Morocco",100,11,6,4,2,2,2
"Ghana",100,12,9,7,2,5,1
"Chile",100,12,4,2,3,-1,2
"Scotland",100,12,3,4,5,-1,3
